CUI,STR
C0018821,PROCEDURES HEART SURG
C0018821,SURG PROCEDURES HEART
C0018821,SURG PROCEDURE HEART
C0018821,SURG PROCEDURES CARDIAC
C0018821,CARDIAC SURG PROCEDURES
C0018821,PROCEDURE HEART SURG
C0018821,PROCEDURES CARDIAC SURG
C0018821,HEART SURG PROCEDURES
C0018821,PROCEDURE CARDIAC SURG
C0018821,cardiac operations
C0018821,cardiac surgery procedure
C0018821,cardiac surgery procedures
C0018821,heart operations
C0018821,heart surgeries
C0018821,heart operation
C0018821,cardiac operation
C0018821,Cardiac Surgery
C0018821,Heart Surgery
C0018821,Cardiac surgery
C0018821,Cardio/pulm: Heart surgery (general)
C0018821,"Procedure, Cardiac Surgical"
C0018821,Heart Surgical Procedure
C0018821,"Procedures, Heart Surgical"
C0018821,Cardiac Surgical Procedure
C0018821,"Surgical Procedures, Heart"
C0018821,"Procedures, Cardiac Surgical"
C0018821,Heart Surgical Procedures
C0018821,"Surgical Procedure, Heart"
C0018821,"Surgical Procedures, Cardiac"
C0018821,"Procedure, Heart Surgical"
C0018821,"Surgical Procedure, Cardiac"
C0581603,revascularization
C0581603,revascularisation
C0581603,revascularization surgery
C0176590,Oth heart revascular
C0176590,Other heart revascularization
C0189976,Arterial implant revasc
C0189976,Implantation of blood vessels into myocardium
C0189976,Heart revascularization by arterial implant
C0189976,Indirect heart revascularization NOS
C0151744,"Disease, Ischemic Heart"
C0151744,"Diseases, Ischemic Heart"
C0151744,"Heart Diseases, Ischemic"
C0151744,Ischemic Heart Diseases
C0151744,Myocardial Ischemia
C0151744,ISCHEMIA MYOCARDIAL
C0151744,MYOCARDIAL ISCHAEMIA
C0151744,"Ischemias, Myocardial"
C0151744,Myocardial Ischemias
C0151744,"HEART, ISCHEMIC DISEASE"
C0151744,ISCHEMIC HEART DISEASE
C0151744,MYOCARDIAL ISCHEMIA
C0151744,Ischemic Heart Disease
C0151744,IHD
C0151744,myocardial ischemia
C0151744,HEART DIS ISCHEMIC
C0151744,ISCHEMIC HEART DIS
C0151744,ischemic heart disease
C0151744,"Heart Disease, Ischemic"
C0151744,"Ischemia, Myocardial"
C0151744,Myocardial Ischemia [Disease/Finding]
C0151744,Myocardial ischemia
C0151744,cardiac ischaemia
C0151744,ihd
C0151744,cardiac ischemia
C0151744,ischaemic heart disease
C0151744,myocardial ischaemia
C0151744,myocardial ischemia/hypoxia
C0151744,Ischemic heart disease
C0151744,Ischemic heart disease NOS
C0597087,nonsurgical revascularization
C1260596,coronary artery bypass graft
C1260596,coronary artery graft bypass
C1260596,artery bypass coronary grafts
C1260596,artery bypass coronary graft
C1260596,"GRAFT,BYPASS,CORONARY ARTERY"
C1260596,coronary artery graft device
C0021780,internal mammary artery implantation
C0021780,Internal mammary artery implantation
C0021780,Internal Mammary Artery Implantation
C0003483,Aorta
C0003483,Aortas
C0003483,aorta
C0003483,Aortic
C0003483,Trunk of systemic arterial tree
C0003483,Trunk of aortic tree
C0003483,aortic
C0003483,"ARTERY, AORTA"
C0003483,AORTA
C0176589,Hrt revas byps anas NEC
C0176589,Other bypass anastomosis for heart revascularization
C0161761,Malfunc coron bypass grf
C0161761,Mechanical complication due to coronary bypass graft
C0161762,Malfunc card dev/grf NEC
C0161762,"Other mechanical complication of cardiac device, implant, and graft"
C0021781,Internal Mammary-Coronary Artery Anastomosis
C0021781,IMA ANASTOMOSIS
C0021781,internal mammary-coronary artery anastomosis
C0021781,1 int mam-cor art bypass
C0021781,"Anastomosis, Internal Mammary Coronary Artery"
C0021781,Coronary Internal Mammary Artery Anastomosis
C0021781,Coronary-Internal Mammary Artery Anastomosis
C0021781,Internal Mammary Coronary Artery Anastomosis
C0021781,"Anastomosis, Internal Mammary-Coronary Artery"
C0021781,Single internal mammary-coronary artery bypass
C0021781,Single anastomosis of mammary artery to coronary artery
C0032811,Aortocoronary bypass
C0032811,Encounter due to postsurgical aortocoronary bypass status
C0032811,Aortocoronary bypass status
C0032811,Postsurgical aortocoronary bypass status
C0190188,coronary artery operation
C0190188,artery coronary surgery
C0190188,coronary artery surgery
C0190188,coronary artery operations
C0190188,Operative procedure on coronary artery
C0018787,Heart
C0018787,heart
C0018787,Cardiac
C0018787,cardiac
C0018787,coronary
C0018787,cardi(o)-
C0018787,Cor
C0018787,cardiac structure
C0018787,heart structure
C0018787,HEART
C0018787,Hearts
C0190224,Aortocor bypas-1 cor art
C0190224,(Aorto)coronary bypass of one coronary artery
C0190228,Aortocor bypas-2 cor art
C0190228,(Aorto)coronary bypass of two coronary arteries
C0190232,Aortocor bypas-3 cor art
C0190232,(Aorto)coronary bypass of three coronary arteries
C0190236,Aortcor bypas-4+ cor art
C0190236,(Aorto)coronary bypass of four or more coronary arteries
C0190242,2 int mam-cor art bypass
C0190242,Double internal mammary-coronary artery bypass
C0190242,Double anastomosis of mammary artery to coronary artery
C0027056,Myocardial Revascularization
C0027056,Myocardial Revascularizations
C0027056,"Revascularization, Myocardial"
C0027056,"Revascularizations, Myocardial"
C0027056,heart revascularization
C0027056,Myocardial revascularization
C0027056,myocardial revascularization
C0027056,myocardial revascularisation
C0027056,Heart revascularization NOS
C0190211,CORONARY ANGIOPLASTY
C0190211,coronary angioplasty
C0190211,angioplasties coronary
C0190211,coronary angioplasty procedure
C0190211,angioplasty of coronary artery
C0190211,angioplasty coronary artery
C0190211,coronary artery angioplasty
C0190211,repair of coronary artery
C0190211,angioplasty coronary
C0190211,coronary artery repair
C0190211,angioplasty arteries coronary
C0190211,Coronary angioplasty
C0190211,Coronary angioplasty NOS
C0026516,Moods
C0026516,mood
C0026516,Mood (psychological function)
C0026516,Mood
C0026516,moods
C0541868,DEPRESSION FUNCTIONAL
C0541869,DEPRESSION WORSENED
C0541869,Depression worsened
C0221074,"Depression, Post-Natal"
C0221074,"Depression, Post-Partum"
C0221074,"Depression, Postnatal"
C0221074,"Depression, Postpartum"
C0221074,Post Natal Depression
C0221074,Post Partum Depression
C0221074,"Depression, Postpartum [Disease/Finding]"
C0221074,Postpartum Depression
C0221074,Post-Natal Depression
C0221074,Post-Partum Depression
C0221074,Postnatal Depression
C0221074,postpartum depression
C0221074,depression postnatal
C0221074,puerperal depression
C0221074,post partum depression
C0221074,post-partum depression
C0221074,postnatal blues
C0221074,depression postpartum
C0221074,post natal depression
C0221074,post-natal depression
C0221074,postnatal depression
C0221074,Postpartum depression
C0221074,Depressive Episode with Postpartum Onset
C0221074,Major Depressive Episode with Peripartum Onset
C0221074,Post-pregnancy depression
C0154411,Recurr depr psychos-mod
C0154411,"Major depressive affective disorder, recurrent episode, moderate"
C0154411,"Major depressive disorder, recurrent episode, moderate degree"
C0235876,DEPRESSION AGGRAVATED
C0235876,aggravated depression
C0235876,depression aggravated
C0235876,Depression aggravated
C0041696,"Depressions, Unipolar"
C0041696,Unipolar Depressions
C0041696,Unipolar Depression
C0041696,Major Depressive Disorder
C0041696,Major Depression
C0041696,unipolar depression
C0041696,depression unipolar
C0041696,Unipolar depression
C0041696,UNIPOLAR DEPRESSION
C0041696,"Depression, Unipolar"
C0154403,Depress psychosis-mild
C0154403,"Major depressive affective disorder, single episode, mild"
C0154403,"Major depressive disorder, single episode, mild degree"
C0154404,Depressive psychosis-mod
C0154404,"Major depressive disorder, single episode, moderate degree"
C0154404,"Major depressive affective disorder, single episode, moderate"
C3665435,Recurr depr psychos-mild
C3665435,"Major depressive affective disorder, recurrent episode, mild"
C3665435,"Major depressive disorder, recurrent episode, mild degree"
C0154412,Recur depr psych-severe
C0154412,"Major depressive disorder, recurrent episode, severe degree, without mention of psychotic behavior"
C0154412,"Major depressive affective disorder, recurrent episode, severe, without mention of psychotic behavior"
C0235136,AGITATED DEPRESSION
C0235136,DEPRESSION AGITATED
C0235136,depression agitated
C0235136,agitated depression
C0338908,anxiety depression
C0338908,depression anxiety
C0338908,anxiety with depression
C0338908,depression with anxiety
C0338908,anxiety depression mixed
C0338908,mixed anxiety depression
C0338908,Anxiety depression
C0338908,Depression with anxiety
C0338926,Brief depressive reaction
C0013987,Emotion
C0013987,Emotions
C0013987,emotion
C0013987,Emotional
C0013987,affective state
C0013987,feeling
C0013987,feels
C0013987,emotions
C0013987,feelings
C0013987,feel
C0235134,DEJECTION EMOTIONAL
C0235135,DEPRESSED REACTION
C0235135,Depressed reaction
C0235196,SUICIDAL TENDENCY
C0868893,"Depressive disorder, NEC in MDR"
C0011573,"Depressions, Endogenous"
C0011573,Endogenous Depressions
C0011573,ENDOGENOUS DEPRESSION
C0011573,DEPRESSION ENDOGENOUS
C0011573,Endogenous Depression
C0011573,endogenous depression
C0011573,depression endogenous
C0011573,Endogenous depression
C0011573,"Depression, Endogenous"
C0025193,Melancholias
C0025193,MELANCHOLIA
C0025193,Melancholia
C0025193,Melancholic Depression
C0025193,Depression with Melancholic Features
C0025193,melancholia
C0025193,melancholic depression
C0025193,depression melancholic
C0025193,Melancholia NOS
C0233477,DYSPHORIA
C0233477,dysphoria
C0233477,dysphoric mood
C0178417,ANHEDONIA
C0178417,anhedonia
C0178417,Anhedonia
C0178417,Anhedonias
C0178417,Anhedonia [Disease/Finding]
C0011570,Depressions
C0011570,Depression
C0011570,DEPRESSED STATE
C0011570,DEPRESSION
C0011570,DEPRESSION MENTAL
C0011570,DEPRESSION PSYCHIC
C0011570,depression
C0011570,Mental Depression
C0011570,depression (disease)
C0011570,depression (emotion)
C0011570,monopolar depression
C0011570,mental depression
C0011570,"Depression, Mental"
C0011570,Depression NOS
C0011570,Depressive state NOS
C2713234,Mood:-:Point in time:^Patient:-
C2713234,Mood:-:Pt:^Patient:-
C2713234,Mood
C0003289,"Agents, Antidepressive"
C0003289,Antidepressive Agents
C0003289,antidepressant
C0003289,"Drugs, Antidepressant"
C0003289,ANTIDEPRESSANTS
C0003289,antidepressive agents
C0003289,antidepressants
C0003289,Antidepressive
C0003289,Antidepressive Agent [TC]
C0003289,[CN600] ANTIDEPRESSANTS
C0003289,Antidepressant
C0003289,Antidepressive Agent
C0003289,Antidepressants
C0003289,antidepressant drugs
C0003289,antidepressive agent
C0003289,antidepressant drug
C0003289,drugs antidepressant
C0003289,antidepressants drugs
C0003289,Antidepressant Drugs
C0003289,Antidepressant Agent
C0011579,"Depressions, Reactive"
C0011579,Reactive Depressions
C0011579,REACTIVE DEPRESSION
C0011579,Neurotic Depressive Reaction
C0011579,Reactive Depression
C0011579,reactive depression
C0011579,DEPRESSION REACTIVE
C0011579,depressive reaction
C0011579,Reactive depression
C0011579,"Depression, Reactive"
C0011579,Depressive reaction
C0344315,Depressed mood
C0344315,depressed mood
C0344315,melancholy
C0344315,depressed
C0344315,feeling down
C0344315,depressing
C0344315,depression
C0344315,melancholic
C0344315,depression moods
C0344315,miserable
C0344315,Low Mood
C0344315,Depressed
C0344315,Depressed Mood
C0344315,Decreased Mood
C0460137,Depression motion
C0460137,push down or depress
C0349217,"Depressive episode, unspecified"
C0349217,depressive episode
C0812393,Cancer patients and suicide and depression
C0812393,depression
C0812393,suicide
C0812393,cancer patients and depression and suicide
C0812393,cancer patients and suicide and depression
C0812393,depression and suicide
C0812393,suicide and depression
C0001622,"Hyperfunction, Adrenal Gland"
C0001622,hyperadrenalism
C0001622,ADRENAL CORTEX HYPERFUNCTION
C0001622,ADRENAL HYPERCORTICISM
C0001622,HYPERADRENALISM
C0001622,HYPERADRENOCORTICISM
C0001622,HYPERCORTICISM ADRENAL
C0001622,HYPERCORTISONISM
C0001622,Hyperadrenocorticism
C0001622,hypercortisolemia
C0001622,hypercortisolism
C0001622,adrenal cortical hyperfunction
C0001622,Adrenocortical Hyperfunction
C0001622,Adrenocortical Hyperfunction [Disease/Finding]
C0001622,Hypercorticism
C0001622,Adrenal Gland Hyperfunction
C0001622,Hyperadrenalism
C0001622,adrenal cortex hyperfunction
C0001622,adrenocortical hyperfunction
C0001622,cortisol overproduction
C0001622,hyperadrenocorticism
C0001622,hypercorticism
C0001622,overproduction of cortisol
C0001622,adrenal gland hyperfunction
C0001622,Hypercortisolemia
C0001622,"Hyperfunction, Adrenocortical"
C0001622,Overproduction of ACTH
C0522168,MOROSENESS
C1999266,Depression Adverse Event
C1999266,Depression
C1579931,Depressed - symptom
C1579931,Miserable
C0154413,Rec depr psych-psychotic
C0154413,"Major depressive disorder, recurrent episode, severe degree, specified as with psychotic behavior"
C0154413,"Major depressive affective disorder, recurrent episode, severe, specified as with psychotic behavior"
C2362516,Sugar Diabetes
C0554876,poorly controlled diabetes mellitus
C0554876,"Diabetes mellitus, poorly controlled"
C0271650,Glucose Intolerance
C0271650,Glucose Intolerances
C0271650,"Intolerances, Glucose"
C0271650,GLUCOSE INTOLERANCE
C0271650,"Intolerance, Glucose"
C0271650,Impaired glucose tolerance
C0271650,Glucose intolerance
C0271650,glucose intolerance
C0271650,Glucose Intolerance [Disease/Finding]
C0271650,chemicals diabetes
C0271650,impaired glucose tolerance
C0271650,chemical diabetes
C0271650,glucose impaired tolerance
C0271650,malabsorption of glucose
C0271650,diabetes chemical
C0271650,latent diabetes
C0271650,glucose malabsorption
C0271650,"Tolerance, Impaired Glucose"
C0271650,Impaired Glucose Tolerance
C0271650,"Glucose Tolerance, Impaired"
C0271650,Impaired Glucose Tolerances
C0271650,"Glucose Tolerances, Impaired"
C0271650,"Tolerances, Impaired Glucose"
C0020456,Hyperglycemia
C0020456,Hyperglycemias
C0020456,HYPERGLYCAEMIA
C0020456,HYPERGLYCEMIA
C0020456,hyperglycemia
C0020456,Hyperglycemia NOS
C0020456,Hyperglycemia [Disease/Finding]
C0020456,hyperglycaemia
C0020456,high blood sugar level
C0020456,elevated blood sugar
C0020456,High blood sugar
C0020456,High Blood Glucose
C0020456,High Blood Sugar
C0020456,High blood glucose
C0020456,high blood sugar
C0020456,"Blood Glucose, High"
C0020456,"Glucose, High Blood"
C0020456,Elevated Blood Glucose
C0362046,Prediabetic State
C0362046,Prediabetic States
C0362046,"State, Prediabetic"
C0362046,"States, Prediabetic"
C0362046,Prediabetic state
C0362046,prediabetic state
C0362046,Prediabetes
C0362046,Prediabetic State [Disease/Finding]
C0362046,prediabetes
C0362046,pre diabetics
C0362046,borderline diabetes
C0362046,diabetes borderline
C0362046,pre diabetes
C0362046,pre diabetic
C0362046,pre-diabetes
C0362046,pre-diabetic
C0362046,Borderline Diabetes
C0362046,Prediabetes syndrome
C0362046,Pre-diabetes NOS
C0238086,"DIABETES MELLITUS, TRANSIENT, OF NEWBORN"
C0032969,Pregnancy in Diabete
C0032969,"DIABETES MELLITUS, IN PREGNANCY"
C0032969,Pregnancy in Diabetics
C0032969,PREGN IN DIABETES
C0032969,PREGN IN DIABETICS
C0032969,pregnancy diabetes
C0032969,Diabetes-antepartum
C0032969,Pregnancy in Diabetes
C0032969,Pregnancy in Diabetics [Disease/Finding]
C0032969,pregnancy in diabetes
C0032969,diabetic pregnancies
C0032969,diabetic pregnancy
C0032969,pregnancy diabetes mellitus
C0032969,diabetes in pregnancy
C0032969,diabetics pregnancy
C0032969,diabetic in pregnancy
C0032969,in diabetic pregnancy
C0032969,diabetes mellitus pregnancy
C0032969,diabetes pregnancy
C0032969,diabetics in pregnancy
C0032969,pregnancy diabetic
C0032969,Pregnancy in Diabetic
C0032969,"Diabetes mellitus of mother, complicating pregnancy, childbirth, or the puerperium, antepartum condition or complication"
C0032969,"Diabetes mellitus, antepartum"
C0032969,Pregnancy and Diabetes
C0032969,Diabetes in pregnancy
C0235429,ACETONE BREATH
C0235429,"BREATH ODOR, ACETONE"
C0235429,"BREATH ODOR, KETONE"
C0235429,Breath Fruity
C0235429,BREATH ODOR KETONES
C0235429,fruity breath
C0235429,acetone breath
C0271640,Secondary diabetes mellitus
C0271640,Secondary diabetes mellitus NOS
C0162574,"Glycation End Products, Advanced"
C0162574,Advanced Glycation End Products
C0162574,"Glycosylation End Products, Advanced [Chemical/Ingredient]"
C0162574,Advanced Glycosylation End Products
C0162574,"Glycosylation End Products, Advanced"
C0162574,advanced end glycosylation products
C0162574,advanced glycation end products
C0162574,advanced glycosylation end products
C0162574,AGEs
C0162574,Advanced Glycosylation End Product
C0162574,Advanced Glycation End Product
C0162574,Advanced Glycation Endproduct
C0162574,Advanced Glycation End-Product
C0162574,Advanced Glycation Endproducts
C0162574,"Reaction Products, Maillard"
C0162574,"Endproducts, Advanced Glycosylation"
C0162574,"Endproducts, Advanced Glycation"
C0162574,Maillard Products
C0162574,"Products, Maillard Reaction"
C0162574,"Glycosylation Endproducts, Advanced"
C0162574,"Products, Maillard"
C0162574,Advanced Glycosylation Endproducts
C0162574,Maillard Reaction End Products
C0162574,Maillard Reaction Products
C0162574,"Glycation Endproducts, Advanced"
C0162574,Advanced Maillard Reaction End Products
C0011875,"Angiopathies, Diabetic"
C0011875,Diabetic Angiopathies
C0011875,"Angiopathy, Diabetic"
C0011875,Diabetic Angiopathy
C0011875,Diabetic angiopathies
C0011875,diabetic angiopathy
C0011875,Diabetic Angiopathies [Disease/Finding]
C0011875,Diabetic Vascular Diseases
C0011875,Diabetic Vascular Complications
C0011875,diabetic angiopathies
C0011875,Diabetic Vascular Complication
C0011875,Diabetic Vascular Disease
C0011875,"Vascular Complication, Diabetic"
C0011875,"Vascular Complications, Diabetic"
C0011875,"Vascular Disease, Diabetic"
C0011875,"Vascular Diseases, Diabetic"
C0011875,Diabetic Vascular Disorder
C0011882,DIABETIC NEUROPATHY
C0011882,Diabetic Neuropathies
C0011882,"Neuropathies, Diabetic"
C0011882,Diabetes with neurological manifestations
C0011882,Diabetic Neuropathy
C0011882,Diabetic neuropathies
C0011882,"NEUROPATHY, DIABETIC"
C0011882,"Neuropathy, Diabetic"
C0011882,diabetic neuropathy
C0011882,Diabetic Neuropathies [Disease/Finding]
C0011882,diabetic nerve damage
C0011882,diabetic neuropathies
C0011882,Diabetic neuropathy
C0011878,Diabetic Diets
C0011878,"Diets, Diabetic"
C0011878,diabetic diet
C0011878,diabetic diets
C0011878,Diabetic Diet
C0011878,Diabetes--Diet therapy
C0011878,"Diet, Diabetic"
C0011878,diabetes mellitus diet
C0021641,Insulin
C0021641,insulin
C0021641,Regular Insulin
C0021641,Insulin [Chemical/Ingredient]
C0021641,INSULIN
C0021641,"Insulin, Regular"
C0021641,Insulin regular
C0021641,insulin preparations
C0021641,insulin products
C0021641,insulin preparation
C0021641,insulin product
C0021641,regular insulin
C0021641,insulin regular
C0021641,insulins
