ATUI,AUI,CNAME,CUI,CVF,DEF,SAB,SATUI,SUPPRESS,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 9
AT38148619,A0107746,Chronic Obstructive Airway Disease,C0024117,,A disease of chronic diffuse irreversible airflow obstruction. Subcategories of COPD include CHRONIC BRONCHITIS and PULMONARY EMPHYSEMA.,MSH,,N,,,,,,,,,,,,,,,,
AT198004439,A7572328,Myocardial Infarction,C0027051,,"Gross necrosis of the myocardium, as a result of interruption of the blood supply to the area, as in coronary thrombosis.",NCI_FDA,,N,,,,,,,,,,,,,,,,
AT198103015,A7572328,Myocardial Infarction,C0027051,,A disorder characterized by gross necrosis of the myocardium; this is due to an interruption of blood supply to the area.,NCI_CTCAE,,N,,,,,,,,,,,,,,,,
AT198115335,A7572328,Myocardial Infarction,C0027051,,"Gross necrosis of the myocardium, as a result of interruption of the blood supply to the area, as in coronary thrombosis.",NCI,,N,,,,,,,,,,,,,,,,
AT206288500,A24677577,Myocardial Infarction,C0027051,,"Necrosis of the myocardium caused by an obstruction of the blood supply to the heart and often associated with chest pain, shortness of breath, palpitations, and anxiety as well as characteristic EKG findings and elevation of serum markers including creatine kinase-MB fraction and troponin. [HPO:probinson]",HPO,,N,,,,,,,,,,,,,,,,
AT210377531,A7572328,Myocardial Infarction,C0027051,,"Necrosis of the myocardium, as a result of interruption of the blood supply to the area.",NCI_NICHD,,N,,,,,,,,,,,,,,,,
AT230153433,A21145021,Myocardial Infarction,C0027051,,"<p>Each year almost 800,000 Americans have a heart attack. A heart attack happens when blood flow to the heart suddenly becomes blocked. Without the blood coming in, the heart can't get oxygen. If not treated quickly, the heart muscle begins to die. But if you do get quick treatment, you may be able prevent or limit damage to the heart muscle. That's why it's important to know the symptoms of a heart attack and call 9-1-1 if you or someone else is having them. You should call, even if you are not sure that it is a heart attack.</p> <p>The most common symptoms in men and women are</p> <ul> <li><strong>Chest discomfort.</strong> It is often in center or left side of the chest. It usually lasts more than a few minutes. It may go away and come back. It can feel like pressure, squeezing, fullness, or <a href='https://medlineplus.gov/chestpain.html'>pain</a>. It also can feel like heartburn or indigestion.</li> <li><strong>Shortness of breath.</strong> Sometimes this is your only symptom. You may get it before or during the chest discomfort. It can happen when you are resting or doing a little bit of physical activity.</li> <li><strong>Discomfort in the upper body.</strong> You may feel pain or discomfort in one or both arms, the back, shoulders, neck, jaw, or upper part of the stomach.</li> </ul> <p>You may also have other symptoms, such as nausea, vomiting, dizziness, and lightheadedness. You may break out in a cold sweat. Sometimes <a href='https://medlineplus.gov/heartdiseaseinwomen.html'>women</a> will have different symptoms then men. For example, they are more likely to feel tired for no reason.</p> <p>The most common cause of heart attacks is <a href='https://medlineplus.gov/coronaryarterydisease.html'>coronary artery disease</a> (CAD). With CAD, there is a buildup of cholesterol and other material, called plaque, on their inner walls or the arteries. This is <a href='https://medlineplus.gov/atherosclerosis.html'>atherosclerosis</a>. It can build up for years. Eventually an area of plaque can rupture (break open). A <a href='https://medlineplus.gov/bloodclots.html'>blood clot</a> can form around the plaque and block the artery.</p> <p>A less common cause of heart attack is a severe spasm (tightening) of a coronary artery. The spasm cuts off blood flow through the artery.</p> <p>At the hospital, health care providers make a diagnosis based on your symptoms, blood tests, and different <a href='https://medlineplus.gov/hearthealthtests.html'>heart health tests</a>. Treatments may include medicines and medical procedures such as <a href='https://medlineplus.gov/angioplasty.html'>coronary angioplasty</a>. After a heart attack, <a href='https://medlineplus.gov/cardiacrehabilitation.html'>cardiac rehabilitation</a> and lifestyle changes can help you recover.</p> <p >NIH: National Heart, Lung, and Blood Institute</p>",MEDLINEPLUS,,N,,,,,,,,,,,,,,,,
AT51225049,A0484367,Myocardial Infarction,C0027051,,"gross necrosis of the myocardium, as a result of interruption of the blood supply to the area.",CSP,,N,,,,,,,,,,,,,,,,
AT73554011,A0089429,Myocardial Infarction,C0027051,,NECROSIS of the MYOCARDIUM caused by an obstruction of the blood supply to the heart (CORONARY CIRCULATION).,MSH,,N,,,,,,,,,,,,,,,,
AT198004911,A7572602,Obesity,C0028754,,"A condition marked by an abnormally high, unhealthy amount of body fat.",NCI_NCI-GLOSS,,N,,,,,,,,,,,,,,,,
AT198090961,A7572602,Obesity,C0028754,,A disorder characterized by having a high amount of body fat.,NCI_CTCAE,,N,,,,,,,,,,,,,,,,
AT198128155,A7572602,Obesity,C0028754,,Having a high amount of body fat (body mass index [BMI] of 30 or more).,NCI,,N,,,,,,,,,,,,,,,,
AT225120717,A24670765,Obesity,C0028754,,Accumulation of substantial excess body fat. [],HPO,,N,,,,,,,,,,,,,,,,
AT230153830,A21145118,Obesity,C0028754,,"<p>Obesity means having too much body fat. It is different from being overweight, which means weighing too much. The weight may come from muscle, bone, fat, and/or body water. Both terms mean that a person's weight is greater than what's considered healthy for his or her height. </p> <p>Obesity happens over time when you eat more calories than you use. The balance between calories-in and calories-out differs for each person. Factors that might affect your weight include your genetic makeup, overeating, eating high-fat foods, and not being physically active. </p> <p>Obesity increases your risk of diabetes, heart disease, stroke, arthritis, and some cancers. If you have obesity, losing even 5 to 10 percent of your weight can delay or prevent some of these diseases. For example, that means losing 10 to 20 pounds if you weigh 200 pounds.</p> <p >NIH: National Institute of Diabetes and Digestive and Kidney Diseases</p>",MEDLINEPLUS,,N,,,,,,,,,,,,,,,,
AT51224669,A0485044,Obesity,C0028754,,excessively high accumulation of body fat or adipose tissue in relation to lean body mass; the amount of body fat (or adiposity) includes concern for both the distribution of fat throughout the body and the size of the adipose tissue deposits; individuals are usually at high clinical risk because of excess amount of body fat (BMI greater than 30).,CSP,,N,,,,,,,,,,,,,,,,
AT53894455,A0093894,Obesity,C0028754,,"A status with BODY WEIGHT that is grossly above the acceptable or desirable weight, usually due to accumulation of excess FATS in the body. The standards may vary with age, sex, genetic or cultural background. In the BODY MASS INDEX, a BMI greater than 30.0 kg/m2 is considered obese, and a BMI greater than 40.0 kg/m2 is considered morbidly obese (MORBID OBESITY).",MSH,,N,,,,,,,,,,,,,,,,
AT198017406,A7578024,Cerebrovascular accident,C0038454,,"In medicine, a loss of blood flow to part of the brain, which damages brain tissue. Strokes are caused by blood clots and broken blood vessels in the brain. Symptoms include dizziness, numbness, weakness on one side of the body, and problems with talking, writing, or understanding language. The risk of stroke is increased by high blood pressure, older age, smoking, diabetes, high cholesterol, heart disease, atherosclerosis (a build-up of fatty material and plaque inside the coronary arteries), and a family history of stroke.",NCI_NCI-GLOSS,,N,,,,,,,,,,,,,,,,
AT198066612,A7578024,Cerebrovascular accident,C0038454,,"An acute episode of focal or global neurological dysfunction caused by presumed brain, spinal cord, or retinal vascular injury as a result of hemorrhage or infarction but with insufficient information to allow categorization as ischemic or hemorrhagic.",NCI_CDISC,,N,,,,,,,,,,,,,,,,
AT198115841,A7578024,Cerebrovascular accident,C0038454,,A disorder characterized by a sudden loss of sensory function due to an intracranial vascular event.,NCI_CTCAE,,N,,,,,,,,,,,,,,,,
AT205727054,A7578024,Cerebrovascular accident,C0038454,,A sudden loss of neurological function secondary to hemorrhage or ischemia in the brain parenchyma due to a vascular event.,NCI,,N,,,,,,,,,,,,,,,,
AT206296268,A24666104,Cerebrovascular accident,C0038454,,Sudden impairment of blood flow to a part of the brain due to occlusion or rupture of an artery to the brain. [HPO:probinson],HPO,,N,,,,,,,,,,,,,,,,
AT210371840,A7578024,Cerebrovascular accident,C0038454,,Brain tissue necrosis due to a disturbance in the blood flow or hemorrhage.,NCI_NICHD,,N,,,,,,,,,,,,,,,,
AT220104121,A21144374,Cerebrovascular accident,C0038454,arm or leg (especially on one side of the body)</li> <li>Sudden confusion,"<p>A stroke is a medical emergency. Strokes happen when blood flow to your brain stops. Within minutes, brain cells begin to die. There are two kinds of stroke. The more common kind, called <a href='https://medlineplus.gov/ischemicstroke.html'>ischemic stroke</a>, is caused by a <a href='https://medlineplus.gov/bloodclots.html'>blood clot</a> that blocks or plugs a blood vessel in the brain. The other kind, called <a href='https://medlineplus.gov/hemorrhagicstroke.html'>hemorrhagic stroke</a>, is caused by a blood vessel that breaks and bleeds into the brain. Mini-strokes"" or <a href='https://medlineplus.gov/transientischemicattack.html'>transient ischemic attacks</a> (TIAs)",MEDLINEPLUS,,occur when the blood supply to the brain is briefly interrupted.</p> <p>Symptoms of stroke are </p> <ul> <li>Sudden numbness or weakness of the face,loss of balance or coordination</li> <li>Sudden severe headache with no known cause</li> </ul> <p>If you have any of these symptoms,"you must get to a hospital quickly to begin treatment. Acute stroke therapies try to stop a stroke while it is happening by quickly dissolving the blood clot or by stopping the bleeding. <a href='https://medlineplus.gov/strokerehabilitation.html'>Post-stroke rehabilitation</a> helps individuals overcome disabilities that result from stroke damage. Drug therapy with <a href='https://medlineplus.gov/bloodthinners.html'>blood thinners</a> is the most common treatment for stroke. </p> <p >NIH: National Institute of Neurological Disorders and Stroke</p>""",N,,,,,,,,,,,,,dizziness
AT51223654,A0489698,Cerebrovascular accident,C0038454,,"sudden neurologic impairment due to a cerebrovascular disorder, either an arterial occlusion or an intracranial hemorrhage.",CSP,,N,,,,,,,,,,,,,,,,
AT73530500,A12985603,Cerebrovascular accident,C0038454,,"A group of pathological conditions characterized by sudden, non-convulsive loss of neurological function due to BRAIN ISCHEMIA or INTRACRANIAL HEMORRHAGES. Stroke is classified by the type of tissue NECROSIS, such as the anatomic location, vasculature involved, etiology, age of the affected individual, and hemorrhagic vs. non-hemorrhagic nature. (From Adams et al., Principles of Neurology, 6th ed, pp777-810)",MSH,,N,,,,,,,,,,,,,,,,
AT203072694,A21145596,Tuberculosis,C0041296,,"<p>Tuberculosis (TB) is a disease caused by bacteria called Mycobacterium tuberculosis. The bacteria usually attack the lungs, but they can also damage other parts of the body. </p> <p>TB spreads through the air when a person with TB of the lungs or throat coughs, sneezes, or talks. If you have been exposed, you should go to your doctor for tests. You are more likely to get TB if you have a weak immune system.</p> <p>Symptoms of TB in the lungs may include</p> <ul> <li> A bad cough that lasts 3 weeks or longer</li> <li> Weight loss</li> <li> Loss of appetite</li> <li> Coughing up blood or mucus</li> <li> Weakness or fatigue </li> <li> Fever</li> <li> Night sweats</li> </ul> <p>Skin tests, blood tests, x-rays, and other tests can tell if you have TB. If not treated properly, TB can be deadly. You can usually cure active TB by taking several medicines for a long period of time.</p> <p >NIH: National Institute of Allergy and Infectious Diseases</p>",MEDLINEPLUS,,N,,,,,,,,,,,,,,,,
AT205728960,A7574267,Tuberculosis,C0041296,,"A chronic, recurrent infection caused by the bacterium Mycobacterium tuberculosis. Tuberculosis (TB) may affect almost any tissue or organ of the body with the lungs being the most common site of infection. The clinical stages of TB are primary or initial infection, latent or dormant infection, and recrudescent or adult-type TB. Ninety to 95% of primary TB infections may go unrecognized. Histopathologically, tissue lesions consist of granulomas which usually undergo central caseation necrosis. Local symptoms of TB vary according to the part affected; acute symptoms include hectic fever, sweats, and emaciation; serious complications include granulomatous erosion of pulmonary bronchi associated with hemoptysis. If untreated, progressive TB may be associated with a high degree of mortality. This infection is frequently observed in immunocompromised individuals with AIDS or a history of illicit IV drug use.",NCI,,N,,,,,,,,,,,,,,,,
