CUI	AUI	ATUI	SATUI	SAB	DEF	SUPPRESS	CVF	cui2								
C0018787	A7570969	AT224182774	NULL	NCI_CDISC	A hollow muscular organ which receives the blood from the veins and pumps it into the arteries.	N	NULL	C0018787								
C0018787	A0066368	AT38140577	NULL	MSH	The hollow, muscular organ that maintains the circulation of the blood.	N	NULL	C0018787								
C0018787	A0480532	AT51224313	NULL	CSP	hollow, muscular organ that maintains the circulation of the blood.	N	NULL	C0018787								
C0027056	A0089441	AT38142716	NULL	MSH	The restoration of blood supply to the myocardium. (From Dorland, 28th ed)	N	NULL	C0027056								
C0027056	A0319138	AT51220336	NULL	CSP	surgical restoration of blood supply to the heart.	N	NULL	C0027056								
C0026516	A15569823	AT197972138	NULL	NCI	A relatively temporary state of feeling.	N	NULL	C0026516								
C0221074	A18560315	AT130672024	NULL	CHV	depression in women occurring usually shortly after childbirth	N	NULL	C0221074								
C0221074	A18578764	AT130672025	NULL	CHV	depression in women occurring usually shortly after childbirth	N	NULL	C0221074								
C0221074	A18597380	AT130672027	NULL	CHV	depression in women occurring usually shortly after childbirth	N	NULL	C0221074								
C0221074	A18615936	AT130672028	NULL	CHV	depression in women occurring usually shortly after childbirth	N	NULL	C0221074								
C0221074	A18615937	AT130672029	NULL	CHV	depression in women occurring usually shortly after childbirth	N	NULL	C0221074								
C0221074	A18615938	AT130672030	NULL	CHV	depression in women occurring usually shortly after childbirth	N	NULL	C0221074								
C0221074	A18653088	AT130672032	NULL	CHV	depression in women occurring usually shortly after childbirth	N	NULL	C0221074								
C0221074	A18671711	AT130672033	NULL	CHV	depression in women occurring usually shortly after childbirth	N	NULL	C0221074								
C0221074	A18671712	AT130672034	NULL	CHV	depression in women occurring usually shortly after childbirth	N	NULL	C0221074								
C0221074	A18690166	AT130672035	NULL	CHV	depression in women occurring usually shortly after childbirth	N	NULL	C0221074								
C0221074	A19037110	AT197975086	NULL	NCI	A type of clinical depression that occurs after childbirth.	N	NULL	C0221074								
C0221074	A19037110	AT210371948	NULL	NCI_NICHD	A major depressive episode that begins during pregnancy or within 4-6 weeks of delivery.	N	NULL	C0221074								
C0221074	A21144332	AT220104032	NULL	MEDLINEPLUS	<p>Many women have the baby blues after childbirth. If you have the baby blues, you may have mood swings, feel sad, anxious or overwhelmed, have crying spells, lose your appetite, or have trouble sleeping. The baby blues most often go away within a few days or a week. The symptoms are not severe and do not need treatment.</p> <p>The symptoms of postpartum depression last longer and are more severe. You may also feel hopeless and worthless, and lose interest in the baby. You may have thoughts of hurting yourself or the baby. Very rarely, new mothers develop something even more serious. They may have hallucinations or try to hurt themselves or the baby. They need to get treatment right away, often in the hospital.</p> <p>Postpartum depression can begin anytime within the first year after childbirth. The cause is not known. Hormonal and physical changes after birth and the stress of caring for a new baby may play a role. Women who have had depression are at higher risk.</p> <p>If you think you have postpartum depression, tell your health care provider. Medicines, including <a href='https://medlineplus.gov/antidepressants.html'>antidepressants</a> and talk therapy can help you get well.</p> <p >Dept. of Health and Human Services Office on Women's Health</p>	N	NULL	C0221074								
C0221074	A2615174	AT51224902	NULL	CSP	depression in women occurring usually shortly after the delivery of a child; degree of depression ranges from mild transient depression to neurotic or psychotic depressive disorders.	N	NULL	C0221074								
C0221074	A0547964	AT53894521	NULL	MSH	Depression in POSTPARTUM WOMEN, usually within four weeks after giving birth (PARTURITION). The degree of depression ranges from mild transient depression to neurotic or psychotic depressive disorders. (From DSM-IV, p386)	N	NULL	C0221074								
C0041696	A7574314	AT230067613	NULL	NCI	A mood disorder having a clinical course involving one or more episodes of serious psychological depression that last two or more weeks each, do not have intervening episodes of mania or hypomania, and are characterized by a loss of interest or pleasure in almost all activities and by some or all of disturbances of appetite, sleep, or psychomotor functioning, a decrease in energy, difficulties in thinking or making decisions, loss of self-esteem or feelings of guilt, and suicidal thoughts or attempts.	N	NULL	C0041696								
C0013987	A10759739	AT198032457	NULL	NCI	That aspect of consciousness devoted to affect or feeling; a strong feeling, aroused mental state, or intense state of drive or unrest directed toward a definite object, with physiological, somatic, and behavioral components.	N	NULL	C0013987								
C0013987	A0478406	AT32350535	NULL	CSP	that aspect of consciousness devoted to affect or feeling.	N	NULL	C0013987								
C0013987	A0053790	AT38136485	NULL	MSH	Those affective states which can be experienced and have arousing and motivational properties.	N	NULL	C0013987								
C0011573	A7576546	AT197980110	NULL	NCI	Depression which is considered strictly biological.	N	NULL	C0011573								
C0025193	A12790524	AT198005019	NULL	NCI	A subtype of depression characterized by the inability to find pleasure in positive things combined with physical agitation, insomnia, or decreased appetite.	N	NULL	C0025193								
C0178417	A19581038	AT141595868	NULL	MSH	Inability to experience pleasure due to impairment or dysfunction of normal psychological and neurobiological mechanisms. It is a symptom of many PSYCHOTIC DISORDERS (e.g., DEPRESSIVE DISORDER, MAJOR; and SCHIZOPHRENIA).	N	NULL	C0178417								
C0178417	A7576271	AT198017561	NULL	NCI	An inability to experience pleasure.	N	NULL	C0178417								
C0178417	A24674545	AT206297983	NULL	HPO	Inability to experience pleasure activities usually found enjoyable. [HPO:probinson]	N	NULL	C0178417								
C0178417	A7576271	AT210373784	NULL	NCI_NICHD	Reduced ability to experience pleasure.	N	NULL	C0178417								
C0011570	A7569991	AT197967329	NULL	NCI	A melancholy feeling of sadness and despair.	N	NULL	C0011570								
C0011570	A7569991	AT198078672	NULL	NCI_NCI-GLOSS	A mental condition marked by ongoing feelings of sadness, despair, loss of energy, and difficulty dealing with normal daily life. Other symptoms of depression include feelings of worthlessness and hopelessness, loss of pleasure in activities, changes in eating or sleeping habits, and thoughts of death or suicide. Depression can affect anyone, and can be successfully treated. Depression affects 15-25% of cancer patients.	N	NULL	C0011570								
C0011570	A7569991	AT198128024	NULL	NCI_CTCAE	A disorder characterized by melancholic feelings of grief or unhappiness.	N	NULL	C0011570								
C0011570	A21142605	AT220102297	NULL	MEDLINEPLUS	"Depression is a serious medical illness. It's more than just a feeling of being sad or blue"" for a few days. If you are one of the more than 19 million teens and adults in the United States who have depression  the feelings do not go away. "	N	NULL	C0011570								
C0011570	A0047119	AT38149345	NULL	MSH	Depressive states usually of moderate intensity in contrast with major depression present in neurotic and psychotic disorders.	N	NULL	C0011570								
C0011570	A0477547	AT51219566	NULL	CSP	"unpleasant, but not necessarily irrational or pathological, mood state characterized by sadness, despair, or discouragement; the blues""; may also involve low self-esteem  social withdrawal  and somatic symptoms such as eating and sleep disturbance."""	N	NULL	C0011570								
C0003289	A7665286	AT198078242	NULL	NCI_NCI-GLOSS	A drug used to treat depression.	N	NULL	C0003289								
C0003289	A7665286	AT219998005	NULL	NCI	A pharmacological agent that acts on neurotransmitter signaling pathways to alleviate the symptoms of depression.	N	NULL	C0003289								
C0003289	A21145280	AT220104958	NULL	MEDLINEPLUS	<p>Antidepressants are medicines that treat <a href='https://medlineplus.gov/depression.html'>depression</a>. Your doctor can prescribe them for you. They work to balance some of the natural chemicals in our brains. It may take several weeks for them to help. There are several types of antidepressants. You and your doctor may have to try a few before finding what works best for you.</p> <p>Antidepressants may cause mild side effects that usually do not last long. These may include headache, nausea, sleep problems, restlessness, and sexual problems. Tell your doctor if you have any side effects. You should also let your doctor know if you take any other medicines, vitamins, or herbal supplements.</p> <p>It is important to keep taking your medicines, even if you feel better. Do not stop taking your medicines without talking to your doctor. You often need to stop antidepressants gradually.</p> <p >NIH: National Institute of Mental Health</p>	N	NULL	C0003289								
C0003289	A0024847	AT38142143	NULL	MSH	Mood-stimulating drugs used primarily in the treatment of affective disorders and related conditions. Several MONOAMINE OXIDASE INHIBITORS are useful as antidepressants apparently as a long-term consequence of their modulation of catecholamine levels. The tricyclic compounds useful as antidepressive agents (ANTIDEPRESSIVE AGENTS, TRICYCLIC) also appear to act through brain catecholamine systems. A third group (ANTIDEPRESSIVE AGENTS, SECOND-GENERATION) is a diverse group of drugs including some that act specifically on serotonergic systems.	N	NULL	C0003289								
C0003289	A0248428	AT51225150	NULL	CSP	mood-stimulating drugs used primarily in the treatment of affective disorders and related conditions.	N	NULL	C0003289								
C0011579	A7577133	AT197992667	NULL	NCI	Depression precipitated by events in a person's life.	N	NULL	C0011579								
C0344315	A24389355	AT205722504	NULL	NCI	An emotional state characterized by feelings of sadness, emptiness, and/or tearfulness.	N	NULL	C0344315								
C0344315	A24389355	AT210364007	NULL	NCI_NICHD	An emotional state characterized by feelings of sadness, emptiness, and/or tearfulness.	N	NULL	C0344315								
C0001622	A23892493	AT210365813	NULL	NCI_NICHD	Abnormally high levels of cortisol in the blood.	N	NULL	C0001622								
C0001622	A23892493	AT230074323	NULL	NCI	Abnormally high level of cortisol in the blood.	N	NULL	C0001622								
C0001622	A6993208	AT43117352	NULL	MSH	Excess production of ADRENAL CORTEX HORMONES such as ALDOSTERONE; HYDROCORTISONE; DEHYDROEPIANDROSTERONE; and/or ANDROSTENEDIONE. Hyperadrenal syndromes include CUSHING SYNDROME; HYPERALDOSTERONISM; and VIRILISM.	N	NULL	C0001622								
C0001622	A1307223	AT51218839	NULL	CSP	complex of symptoms and signs due to excessive production or administration of hydrocortisone or its semi-synthetic analogs.	N	NULL	C0001622								
